ID	Positive_score	Negative_score	Content
20	0	0	Bí thư Thành ủy Nguyễn Thiện Nhân: Lao động CNTT tại TP.HCM quá ít https://t.co/MWSKyS0vaW https://t.co/zW2X52yNga
21	0	0	Bí thư Thành ủy Nguyễn Thiện Nhân: Lao động CNTT tại TP.HCM quá ít https://t.co/KmlQqx6Ux7 https://t.co/XfvSVBbFvw
22	2	0	Năm 2018, các Giám đốc CNTT có thể điều hướng nền tảng Đám mây bằng cách nào? https://t.co/7NQouWHoB1 https://t.co/lD4HMtJRgP
23	10	2	😂Mấy bạn thi tuyển sinh Cntt Aptech tạch nhiều dữ 😂
24	18	2	Mấy bạn thi tuyển sinh Cntt Aptech tạch nhiều dữ 😂😂😂
25	3	0	KHAI GIẢNG CÁC LỚP THVP, EXCEL NÂNG CAO,  Chứng chỉ CNTT Cơ bản và Nâng cao tháng 4 -2018.
26	0	0	Loa Phóng Thanh Cầm Tay ER-520S Có Còi  https://t.co/AFTOJsBZ20 https://t.co/cBimL4VMTA
27	1	0	Chương trình học bổng du học 1.5 tỷ tại Nhật Bản dành cho ngành CNTT https://t.co/2QBZIgbZZj
28	0	0	LOA THÔNG BÁO TOA  Xem thêm:https://t.co/s1a5xhJsdc Xem thêm:https://t.co/yAqhpzHae8 https://t.co/V1p7bp47qW
29	0	0	Tiện ích dự án chung cư Sun Grand City Láng Hạ  https://t.co/eHn5QTQ55g https://t.co/44eAav8Hq4
30	3	0	👉HÀNG HIẾM: Độc bình (lộc bình) Nu nghiến NGUYÊN KHỐI cao 1,17m đường kính 30cm + Kích thước: Cao 1,17cm, đường kín… https://t.co/6C5tviG66x
31	0	0	Loa Thông Báo Dùng Tại Chung Cư  https://t.co/kB8g5FETpq https://t.co/EwlNo4kdK9
32	2	0	Sau Đà Nẵng, Đồng Nai thì mới đây tỉnh Tiền Giang cũng đã hoàn thành việc xây dựng Official Account Hành chính công… https://t.co/lgAN8T8q95
33	3	0	I added a video to a @YouTube playlist https://t.co/Sq6hGSdPeG Học Tiếng Anh - Tiếng Anh CNTT - Tiếng Anh IT - Từ Vựng
34	3	0	I added a video to a @YouTube playlist https://t.co/8MiOioTZlZ Học Tiếng Anh - Tiếng Anh CNTT - Tiếng Anh IT - Từ Vựng
35	3	0	I added a video to a @YouTube playlist https://t.co/TdSOBX60ry Học Tiếng Anh - Tiếng Anh CNTT - Tiếng Anh IT - Từ Vựng
36	1	0	BÁO GIÁ SỬA CHỮA NHÀ UY TÍN TẠI HÀ NỘI  https://t.co/HEoFLjOY25 https://t.co/LCRFDqwEA0
37	0	0	Loa Nén Thông Báo Treo Tường Công Xuất 45W  https://t.co/W1WuCesB1t https://t.co/GgMk8MXQa9
38	0	0	Sinh viên Khoa CNTT tham gia cuộc thi Hackathon "IoT Innovation for Vietnam"  Chi tiết tại: https://t.co/HvikOSoHM6 https://t.co/HvikOSoHM6
39	1	0	(UB) Công ty Quản lý tài sản thông báo tuyển dụng CNTT: - Vị trí: Chuyên viên Quản trị mạng… https://t.co/aVPB4Wxjo3
40	0	1	Này thì xài cốc cốc, có ngày mất tài khoản như chơi, bởi dính đến CNTT thì đừng BAO GIỜ tin cty CNTT ở VN =)) https://t.co/GdSCXmFDls
41	1	0	Nền CNTT của nước Nga không hề thua kém một nước phát triển nào https://t.co/LU4Zyv7Aku https://t.co/kcBHWCcFsh
42	3	0	hồi đó nộp kế, tcnh, cntt, kt điện =))) nộp ngang trái mấy ngành chả liên quan gì nhau zl =)))
43	0	0	Sách Trắng CNTT-TT Việt Nam 2018 sẽ được phát hành trong tháng 10 https://t.co/rRFD7lOkm8 https://t.co/Wn9BC1aeOS
44	2	0	Loa Phát Thanh Cầm Tay Chính Hãng, Uy Tín  https://t.co/5HOlihtmiU https://t.co/0S5dkVAotS
45	1	0	Trung tâm CNTT - VNPT Hà Tĩnh luôn đồng hành cùng tất cả các trường và các thí sinh trong từng giai đoạn của cuộc t… https://t.co/NEllQuRZoK
46	3	0	BẠN MUỐN TRỞ THÀNH TESTER CHUYÊN NGHIỆP? Hãy để Stanford đồng hành cùng bạn nhé 🚀🚀🚀  ❓ Bạn là #sinh_viên_CNTT và mu… https://t.co/6nIyxTHdUN
47	4	0	Bộ GDvàĐT đứng thứ hạng cao về sẵn sàng cho phát triển ứng dụng CNTT https://t.co/53Guh38YyA https://t.co/aMEPQLRMPw
48	7	0	Khóa học lập trình Android – Học thực tế, tự tin phát triển ứng dụng  😍 Bạn là sinh viên CNTT và có đam mê bất diệt… https://t.co/IpA8lRmEfg
49	3	0	Hội thảo “Giới thiệu tiềm năng và thế mạnh ngành CNTT tại Tiền Giang" https://t.co/haLDLVGPig
50	2	0	Học CNTT chán vleuuu ra ấy!!!!!!!: https://t.co/q297kmT8Ep qua @YouTube
51	0	0	Cứ lấy bụng ta suy bụng người hoài sao được. Đi phỏng vấn hắn hỏi tại sao cái nắp cống hình tròn là chuyện chẳng dí… https://t.co/SK2yvcaRuu
52	0	0	Theo Tiếng Loa Phát Thanh Xã  https://t.co/JHVfK3BkmY https://t.co/Ony7fki1XF
53	4	0	Cần tìm một IT Leader (Q.lý 4-5 NV), tốt nghiệp CĐ CNTT trở lên, KN 3 năm. Lương: 10-20tr tùy năng lực Bạn bè giới thiệu giúp nhé!
54	2	1	NẾU BẠN ĐANG CẦN CHỨNG CHỈ ỨNG DỤNG CNTT, ĐỪNG BỎ LỠ CƠ HỘI CHỈ TRONG MỘT VÀI PHÚT ================================… https://t.co/za8nK5mP03
55	0	1	Australia Lắp Đặt Loa Phóng Thanh Đề Phòng Khủng Bố   https://t.co/Riok9kfodq https://t.co/BZEfzTTvhr
56	2	0	📌#MB thông báo tuyển dụng Nhiều vị trí - Khối CNTT  📆Hạn nhận hồ sơ: 15/04/2018  🔸Chuyên viên Quản lý máy chủ 🔸Chuy… https://t.co/h3gL7qg2nf
57	1	0	Học trung cấp TIN HỌC –CNTT cấp tốc tại Hà Nội - Miền Bắc, Việt Nam https://t.co/lrjHdUSADy
58	0	0	Panduit gia nhập thị trường hạ tầng CNTT Việt Nam https://t.co/a2tNIPCUsC
59	1	0	Học viện CNTT Microsoft tại Đại học Đà Nẵng kính thông báo lịch thi và thông tin tài khoản đến các thi sinh. Các bạ… https://t.co/rT17IRPrRN
60	6	1	Học viện CNTT Microsoft thông báo lịch học tin cơ bản, nâng cao dành cho các bạn sinh viên  👾 👾 Nhận ngay 1 móc khó… https://t.co/chi2aug1JQ
61	4	0	HỌC VIỆN CNTT MICROSOFT TẠI ĐHĐN - THÔNG BÁO KHAI GIẢNG Các lớp chứng chỉ Tin học Cơ bản, Nâng cao, MOS, Tin văn ph… https://t.co/LIhHSKhfyr
62	0	0	Loa Phát Thanh: Sân Bay Nội Bài Chỉ Phát Loa Thông Báo 1 Lần  https://t.co/41OYcsMkyR https://t.co/ovppnHbeD9
63	4	2	Kem Vua Trị Nám | Hướng dẫn cách sử dụng hiệu quả - MC CÁT TƯỜNG CHIA SE VUA TRỊ NÁM: https://t.co/3KhUiADBSe
64	3	1	Tôi đã thêm video vào danh sách phát https://t.co/3KhUiADBSe Kem Vua Trị Nám | Hướng dẫn cách sử dụng hiệu quả
65	0	0	Thực Tập Sinh Phòng CNTT https://t.co/F2iObBcJzN #Devjob #ITjobs #Developer #Programer #Laptrinhvien #Java #PHP… https://t.co/l71HUiq0Sg
66	2	0	Asus Control Center: Quản lý CNTT dễ dàng và toàn diện https://t.co/c0Y7Ofd1Xc
67	0	0	ml ngưn rủ đi coi zero9 bên cntt hay khtn gì đó ....
68	0	0	Loa Phát Thanh Vành Tròn 615M  https://t.co/8GImKH2Rfg https://t.co/BeYrVWCOfw
69	1	0	TP Đà Nẵng công bố thì trong số hơn 700 doanh nghiệp hoạt động trong ngành CNTT tại thành phố, có khoảng: 43% thu h… https://t.co/yeO53dwuB5
70	2	0	Tham gia hội thảo có sự tham dự của các diễn giả nổi tiếng trong lĩnh vực kinh doanh, CNTT cùng hơn 400 khách mời l… https://t.co/uMXKXUpoNo
71	0	1	Những số phận bị ‘thổi bay’ vì vụ lừa đảo đa cấp 15 nghìn tỷ iFan https://t.co/ya26wA1u9P
72	0	0	@AureusCC Đi theo IFAN rồi hả???
73	1	0	Máy làm mát iFAN 360  https://t.co/iKLGQFR4Aj https://t.co/zF4FsSPI68
74	0	0	I liked a @YouTube video https://t.co/G4hDMwxfk1 Vụ IFAN L.ừ.a đ.ả.o 15.000 tỷ đồng: Ca sĩ Đàm Vĩnh Hưng có liên
75	0	0	Ông Diệp Khắc Cường nói không sáng lập nhóm #Ifan lừa 15.000 tỉ https://t.co/JxDOvxOQoI
76	0	0	Những số phận bị thổi bay vì đa cấp nghìn tỷ iFan: Từ cán bộ về hưu đến giới trí thức, ai… https://t.co/BLJuAyi9us
77	0	0	Những số phận bị thổi bay vì đa cấp nghìn tỷ iFan https://t.co/bXHzDN9HkC https://t.co/UgStZFHoAD
78	0	0	Những số phận bị thổi bay vì đa cấp nghìn tỷ iFan https://t.co/tvyowo3Vs3 https://t.co/5MnXOKOYs5
79	0	0	Những số phận bị thổi bay vì đa cấp nghìn tỷ iFan https://t.co/NjX3R1hOQH https://t.co/ET4oZtIrqs
80	0	0	Những số phận bị thổi bay vì đa cấp nghìn tỷ iFan  https://t.co/40tzwk1Jy1 https://t.co/x1G0tOlGPg
81	1	0	Những ai mơ mộng hão huyền về làm giàu nhanh chóng không “đổ mồ hôi” thì hãy cảnh tỉnh lại nhé! https://t.co/3fcGCUwwRe
82	1	0	Đàm Vĩnh Hưng thông tin mới có liên quan tới sàn đa cấp nghìn tỷ IFan https://t.co/5Mk1IqaRgD
83	3	1	Nói chung thì người trong cuộc dõi theo hệ thống làm việc của nhóm sẽ hiểu thôi,t cũng mệt mỏi phải đi giải thích q… https://t.co/3iOiRtLCTr
84	0	0	Vụ ifan đặt trực tiếp trên web bên Nhật mà ko qua ng nhận group order ở Nhật thì sale ko đc tính đến bây giờ ko hiể… https://t.co/bG5W7qIJYR
85	0	0	Mr Đàm có liên quan vụ lừa 15.000 tỷ tiền ảo của iFan https://t.co/bZwOoIkNRI qua @YouTube
86	2	0	Tiền ảo IFan thu hút người chơi ra sao? | Tin tức VnExpress: https://t.co/VCz6RyiuJA qua @YouTube
87	1	0	Tiền ảo IFan thu hút người chơi ra sao?: https://t.co/v20bCmiUow qua @YouTube
88	0	0	Mánh khóe của nhóm người bán “tiền ảo” iFan  https://t.co/OpHsZyI6gP https://t.co/MfniI5Gmix
89	0	0	Mánh khóe của nhóm người bán ‘tiền ảo’ iFan https://t.co/GwlxrbnQbM
90	0	0	Mánh khóe của nhóm người bán ‘tiền ảo’ iFan https://t.co/Wm97l1CFTS https://t.co/iiBbIlN64u
91	0	0	Mánh khóe của nhóm người bán 'tiền ảo' iFan https://t.co/SBCqQQtbFb https://t.co/aBBdYNMiSt
92	0	0	Mánh khóe của nhóm người bán 'tiền ảo' iFan https://t.co/al7TMGmmLs https://t.co/uMW0cort80
93	0	0	Mánh khóe của nhóm người bán ‘tiền ảo’ iFan: Những NĐT 'thân cận' của nhóm người tự xưng… https://t.co/SYKzWtswPq
94	0	0	Mánh khóe của nhóm người bán ‘tiền ảo’ iFan https://t.co/1h8gEVNvVQ
95	1	1	Vậy mà hôm nay cả khối người sẵn sàng vay nóng để đầu tư tiền ảo! Thật không hiểu nổi. https://t.co/8cbA6vyNOW
96	0	1	Vụ lừa đảo tiền ảo Ifan: Modern Tech lợi dụng hình ảnh của Đàm Vĩnh Hưng https://t.co/IZFQjlW4mM
97	0	1	Tôi đã thêm video vào danh sách phát https://t.co/IZFQjlW4mM Vụ lừa đảo tiền ảo Ifan: Modern Tech lợi dụng hình
98	2	0	I liked a @YouTube video https://t.co/o2Jb3nNQWX BITCOIN ĐI VÀO UPTREND?? - BITCOIN $250,000 - IFAN PINCOIN SCAM LỚN NHẤT
99	0	0	I liked a @YouTube video https://t.co/S0okPWulQi [Modern Tech] iFan đã lừa người chơi tiền ảo 15000 tỉ đồng như
100	0	0	[Modern Tech] iFan đã lừa người chơi tiền ảo 15000 tỉ đồng như thế nào? https://t.co/DSMwyT7oRS via @YouTube
101	0	0	[Modern Tech] iFan đã lừa người chơi tiền ảo 15000 tỉ đồng như thế nào?: https://t.co/S0okPWulQi via @YouTube
102	1	0	I added a video to a @YouTube playlist https://t.co/S0okPWulQi [Modern Tech] iFan đã lừa người chơi tiền ảo 15000 tỉ
103	1	0	Tiền ảo IFan thu hút người chơi ra sao?: https://t.co/7FmONnwyVb via @YouTube
104	1	0	Tôi đã thêm video vào danh sách phát https://t.co/7FmONnwyVb Tiền ảo IFan thu hút người chơi ra sao? trên @YouTube
105	1	0	Đàm Vĩnh Hưng Liệu Có Liên Quan Khi Bộ Công An Vào Cuộc Đường Dây Tiền Ảo IFan https://t.co/Ey9R1XMi2x
106	1	0	Tiền ảo IFan thu hút người chơi ra sao?: https://t.co/sngZqcKmUJ qua @YouTube
107	0	1	Thủ đoạn huy động 15.000 tỷ của iFan: Modern Tech bị tố dùng đồng tiền ảo iFan… https://t.co/hYJHJB8lJU (VnExpress)
108	0	0	QPVN - Bản tin thời sự hôm nay || Người bị tố cáo sáng lập Ifan tuyên bố không liên quan vụ tiền ảo:
109	0	1	nu dai gia mat 16 ti dong vi dau tu ifan tat ca chi vi long tham vo day https://t.co/PgLKpJqdHh
110	0	1	VTV1|Toàn cảnh Tiền ảo IFAN và PINCOIN lừa đảo 15.000 tỷ  của 32.000 ngư... https://t.co/r3YZO9JNOE qua @YouTube
111	1	0	Diệp Khắc Cường rũ bỏ mọi quan hệ với iFan, dù từng đứng thuyết trình trước mặt các nhà đầu tư, vẽ ra viễn cảnh tươ… https://t.co/4BCqdqiOv6
112	0	0	Tien ao Ifan, 15.000 ty. Nghe noi nhan vat chinh la day https://t.co/CcobPL03bM
113	0	1	Nữ đại gia mất 16 tỉ đồng vì đầu tư iFan tất cả chỉ vì lòng tham vô đáy - https://t.co/ezhOvUx8XE #bitcoin #tienao… https://t.co/SoF3iwfDW0
114	0	0	iFan đã huy động 15.000 tỷ đồng như thế nào: Modern Tech bị tố dùng đồng tiền… https://t.co/ppnnugF1Wq (VnExpress)
115	1	1	- Ngày 8/4, hàng chục người đến trụ sở của Modern Tech (quận 1, TP.HCM) để tố cáo các lãnh đạo iFan lừa đảo 15.000… https://t.co/NFet1f56Tz
116	2	0	‘Ông trùm’ công ty sau iFan từng dạy người khác làm giàu, tiêu tiền https://t.co/KJvAyF1ef4
117	0	0	Diệp Khắc Cường là 'cừu' hay 'sói' trong vụ đa cấp nghìn tỷ iFan? https://t.co/YW4O1W6XQ5
118	1	0	Hoá ra đây mới là trùm cuối :o bất ngờ quá :o https://t.co/ie9kFAka48
119	2	0	BITCOIN ĐI VÀO UPTREND?? - BITCOIN $250,000 - IFAN PINCOIN SCAM LỚN NHẤT LỊCH SỬ - AnhReviewICO: https://t.co/ayvToEdBAP
120	0	0	Tôi đã thêm video vào danh sách phát https://t.co/ayvToEdBAP BITCOIN ĐI VÀO UPTREND?? - BITCOIN $250,000 - IFAN PINCOIN SCAM
121	0	1	Tìm ra ông trùm thực sự của đường dây siêu lừa đảo tiền ảo iFan :o https://t.co/ie9kFAka48
122	3	0	Câu nói đùa vui nhất trong tuần: Ông Diệp Khắc Cường khẳng định mình không liên quan đến iFan. https://t.co/oTON0kI7Kf
123	1	0	Hoá ra đây mới là ông trùm thật sự... :o :o https://t.co/Pd5CjJ6qLD
124	0	1	Cafe with link - ifan lừa 15 nghìn tỷ - nhận diện các cạm bẫy trong đa c... https://t.co/J1xZqPXUmM qua @YouTube
125	0	1	Sau vụ iFan, Bộ Công Thương cảnh báo người dân cẩn thận với tiền điện tử - https://t.co/7uLnaT3iuk #bitcoin #tienao… https://t.co/4iXsllguRk
126	0	1	Sau vụ iFan, Bộ Công Thương cảnh báo người dân cẩn thận với tiền điện tử trên Tiền Điện Tử. Xem chi tiết tại… https://t.co/4BBzDPLx99
127	0	0	Vấn đề hôm nay: Nguy cơ "trắng tay" vì đa cấp tiền ảo - iFan / Pincoin: https://t.co/KtBe5YHboU via @YouTube
128	2	0	Mấy hôm nay người ta ầm ĩ vụ tiền ảo ifan. Thực tế người VN thích bị lừa ,họ tin vào chuyện ko bán hàng cũng có tiề… https://t.co/9uUbHQxs1K
129	1	0	Đã bắt được Tuấn Scam iFan sao? Giỏi thế! https://t.co/GGsbbsdEXA
130	1	0	Chuyên gia tội phạm học: ‘Vụ iFan bị hàng chục nghìn người tố lừa 15.000 tỷ cần xử lý hình sự’ -… https://t.co/fIpkqWm40U
131	0	0	Diệp Khắc Cường 'nổ' trước những nhà đầu tư iFan https://t.co/oGR1076dT3
132	2	0	‘iFan của ai, do ai điều hành, chắc phải hỏi Diệp Khắc Cường’ - https://t.co/AhHMs72sy2 #bitcoin #tienao #tiendientu #dautu #cryptocurrency
133	0	0	Diệp Khắc Cường là 'cừu' hay 'sói' trong vụ đa cấp nghìn tỷ iFan? https://t.co/SUeezKvlZA
134	1	0	Ông Diệp Khắc Cường cho rằng mình bị iFan lợi dụng, nhưng liệu đó đã đủ để ông đứng ngoài những bê bối của hệ thống… https://t.co/22H8HTxzsI
135	2	1	Trùm lừa đảo tiền ảo đường dây iFan bị bắt rồi sao, quá nhanh (y) https://t.co/bOVbnAFJkn
136	-1	0	Anh em thấy tôi nói đúng không?! :)  https://t.co/zNByLGWXrl https://t.co/zNByLGWXrl
137	0	0	ong trum cong ty sau ifan tung day nguoi khac lam giau tieu tien https://t.co/dc2fJYKCOT
138	0	1	'Đàm Vĩnh Hưng cũng đến mà' Không thể lấy lại vốn, những nhà đầu tư vào iFan chỉ còn biết tự trách mình vì tin vào… https://t.co/JUfvMOPcC9
139	2	0	‘Ông trùm’ công ty sau iFan từng dạy người khác làm giàu, tiêu tiền - https://t.co/d4llo3TMWa #bitcoin #tienao… https://t.co/GrqVkULIii
140	2	0	iFan ở muôn nơi 🤩🤩🤩 ---------------- 🏠 ViettelStore - Nhà mạng bán máy lớn nhất toàn quốc ☎ Hotline: 18008123 https://t.co/h8QHgd0CMw
141	0	0	“Gắn mác” Singapore và Dubai, tiền ảo iFan lừa nhà đầu tư ra sao? https://t.co/RKarf8xnni
142	3	0	Gặp giới tri thức, nghe người ta nói chuyện cũng sướng cái lỗ tai https://t.co/4UdAlwW133
143	0	1	Truyền thông quốc tế nói gì về vụ tố cáo lừa đảo của iFan? https://t.co/bG7i4R8Ldo https://t.co/qxmIKUcDti
144	0	1	Truyền thông quốc tế nói gì về vụ tố cáo lừa đảo của iFan? https://t.co/2HYDHUomn4 https://t.co/FWNad8EsVq
145	0	0	“Gắn mác” Singapore và Dubai, tiền ảo iFan lừa nhà đầu tư ra sao? https://t.co/niQRJzPXuI https://t.co/buo9ICxGLl
146	0	0	Diệp Khắc Cường là “thỏ” hay “sói” trong vụ đa cấp nghìn tỷ iFan?  https://t.co/cbAmhQ7laI https://t.co/YW0o1Ioh3c
147	0	0	“Gắn mác” Singapore và Dubai, tiền ảo iFan lừa nhà đầu tư ra sao? https://t.co/dA7QlJIjP3
148	0	1	Nữ đại gia mất 16 tỉ đồng vì đầu tư iFan tất cả chỉ vì lòng tham vô đáy - https://t.co/v2tWxxt2wx https://t.co/A0pI7zf0M0
149	0	0	“Gắn mác” Singapore và Dubai, tiền ảo iFan lừa nhà đầu tư ra sao? https://t.co/9R1K5mKy9G https://t.co/UXyUgf0uc0
150	1	0	iFan kiếm tiền như thế nào? - https://t.co/UG6v6q1F34 https://t.co/nrfFcv5ZZw
151	0	0	“Gắn mác” Singapore và Dubai, tiền ảo iFan lừa nhà đầu tư ra sao? https://t.co/dsv7sZQV1G https://t.co/BsMKiywmqY
152	0	1	Vụ sập bẫy tiền ảo iFan, Pincoin: Tổng giám đốc Modern Tech nói gì?: https://t.co/bcoABVPefK qua @YouTube
153	1	1	I added a video to a @YouTube playlist https://t.co/bcoABVPefK Vụ sập bẫy tiền ảo iFan, Pincoin: Tổng giám đốc Modern
154	2	0	'iFan của ai, do ai điều hành, chắc phải hỏi Diệp Khắc Cường' https://t.co/r9PLF49U6g
155	2	2	15.000 tỷ bốc hơi cùng iFan có phải là kết quả của lòng tham và sự thiếu hiểu biết? - https://t.co/sWTJVaUrQ4… https://t.co/bOrxaTiGHp
156	2	2	15.000 tỷ bốc hơi cùng iFan có phải là kết quả của lòng tham và sự thiếu hiểu biết? trên Tiền Điện Tử. Xem chi tiết… https://t.co/NuCeDeGZJy
157	2	0	TGĐ ĐÂY RỒI! Sau nhiều ngày im lặng, hôm qua 12.4, ông Hồ Xuân Văn, Tổng giám đốc Công ty CP Modern Tech, gặp PV Th… https://t.co/oT3R7ozfAy
158	1	1	Nhiều người sập bẫy tiền ảo iFan, Pincoin: Tổng giám đốc Modern Tech nói gì? https://t.co/4yEilkkESp https://t.co/dd7RObFMOm
159	1	1	Nhiều người sập bẫy tiền ảo iFan, Pincoin: Tổng giám đốc Modern Tech nói gì? https://t.co/awQ1D7Rs1K https://t.co/mLCyVK1T8J
160	2	0	‘Ông trùm’ công ty sau iFan từng dạy người khác làm giàu, tiêu tiền https://t.co/PL0InkOT5W https://t.co/G7wCXOwoKz
161	2	0	“iFan của ai, do ai điều hành, chắc phải hỏi Diệp Khắc Cường”  https://t.co/v1cS0PswMY https://t.co/Tqxs5IRMry
162	1	1	Nhiều người sập bẫy tiền ảo iFan, Pincoin: Tổng giám đốc Modern Tech nói gì?  https://t.co/XGVt6k76op https://t.co/xj2GLoVYV8
163	0	0	Vậy Chốt lại là Diệp Khắc Cường bị bắt hay Ông Văn bị bắt? https://t.co/cz0vdGvDWw
164	16	0	Tưởng thế nào.... Hoá ra tất cả chỉ là "đa cấp" 😂😂😂 https://t.co/SrozFyczQV
165	0	0	Lam Trường, Đàm Vĩnh Hưng lên tiếng về vụ đa cấp nghìn tỷ iFan - TIN GIẢI TRÍ: https://t.co/M1EppbgNi7 via
166	0	1	HOPE Nếu bạn không có đủ thời gian để đọc nhiều thì hãy: Bỏ qua chuyện anh Trump, anh Un với anh Tin nghịch tên lửa… https://t.co/3TnlsrU5BB
167	1	1	Nhiều người sập bẫy tiền ảo iFan, Pincoin: Tổng giám đốc Modern Tech nói gì? https://t.co/szOK8RVTOZ https://t.co/dJViIx8vjN
168	1	1	Tin Nóng: Tiền ảo IFAN Bộ Công an đã vào cuộc  điều tra về đường dây lừa đảo... https://t.co/kMmlewfHko
169	-1	1	Các nạn nhân của iFan cũng như các loại hình tiền ảo nói chung đều nói rằng họ mất tiền không phải vì tham. Vậy thì… https://t.co/AbWnZnL81C
170	0	1	Vỡ nợ, rớt nước mắt vì mất hàng chục tỉ đồng do tiền ảo iFan: https://t.co/LItvZefwBm qua @YouTube
171	1	0	48% lợi nhuận ; chúng nó , #Ifan và #Pincoin, cướp ở đâu ra nhỉ? Đọc xong thấy #rụngrời. Trò này xưa như #tráiđất m… https://t.co/E9T5AktIBp
172	0	1	Danh sách những người đứng sau công ty bị tố lừa đảo 15.000 tỷ đồng bằng tiền ảo iFan https://t.co/GjiIvmIDeM qua… https://t.co/bzHKSUiORv
173	1	1	Đêm qua đến rạn sáng nay tin đồn anh Cam bị bắt. Mà thực hư chưa rõ thế nào, Các bác tranh thủ xem toàn cảnh Tiền ả… https://t.co/NnQLXo9jAV
174	1	0	TUẤN "SCAM" ĐÃ BỊ BẮT - NHIỀU ĐIỀU HAY CÒN PHÍA TRƯỚC IFAN+PINCOIN =================== Theo thông tin địa phương th… https://t.co/UKduFOntcX
175	0	0	Tôi đã trở thành nạn nhân của iFan như thế nào? - https://t.co/9oDvAfCWtx #bitcoin #tienao #tiendientu #dautu #cryptocurrency
176	0	0	Tin pháp luật số 23: Bấn loạn tiền ảo Ifan và những lời kêu oan https://t.co/XwBELVJvL0 https://t.co/DxDdyKmuCy
177	1	2	Nóng: Bộ Công an đã điều tra về đường dây lừa đảo tiền ảo Ifan https://t.co/WsH7iZYCc5
178	2	0	“Ông trùm” công ty sau iFan từng dạy người khác làm giàu, tiêu tiền https://t.co/guaG7t2dIO
179	2	0	“Ông trùm” công ty sau iFan từng dạy người khác làm giàu, tiêu tiền https://t.co/vxa5dtkvhT
180	0	0	Vụ IFAN l.ừ.a đ,ả,o 1500 tỷ đồng: Ca sĩ Đàm Vĩnh Hưng có liên quan hay không? https://t.co/TNr4Inb0DL
181	2	0	“Ông trùm” công ty sau iFan từng dạy người khác làm giàu, tiêu tiền https://t.co/AXWnsULffR
182	2	0	“Ông trùm” công ty sau iFan từng dạy người khác làm giàu, tiêu tiền https://t.co/Xim8b4QqCx
183	2	0	“Ông trùm” công ty sau iFan từng dạy người khác làm giàu, tiêu tiền https://t.co/YlhzvNPCHK
184	0	1	Ai là người đứng sau công ty bị tố lừa đảo 15.000 tỷ đồng bằng tiền ảo iFan? https://t.co/o0ZHja6Bi0
185	2	0	“Ông trùm” công ty sau iFan từng dạy người khác làm giàu, tiêu tiền  https://t.co/7YrZny7ius https://t.co/nKySGauMMC
186	4	0	😇💓💥 Quảng cáo cho người thân bán hàng nhé! 🤗 5000 anh em nhấn vô trang like giùm nha! (like trang chứ ko phải bài v… https://t.co/XJpj6qJIs8
