ID	Positive_score	Negative_score	Content
22	0	0	Người Rơm Việt Nam và kỹ nghệ trồng cỏ tại Anh quốc https://t.co/EmHu2rCXXf #vietnam #hanoi #hcmc #saigon #blogger #news #freeMeNam
23	0	1	700 triệu hồ tệ, cái giá của việc “vặt lông vịt” https://t.co/lPahU1C2rl #vietnam #hanoi #hcmc #saigon #blogger #news #freeMeNam
24	0	0	Đấu tranh hay chỉ là trò đùa? https://t.co/rKhixc3YQ6 #vietnam #hanoi #hcmc #saigon #blogger #news #freeMeNam
25	1	0	Hoài niệm 30-4: “Tìm mãi yêu thương” https://t.co/z7GOLTUl5F #vietnam #hanoi #hcmc #saigon #blogger #news #freeMeNam
26	2	0	Nền giáo dục của một quốc gia độc lập https://t.co/rtN88FC6vR #vietnam #hanoi #hcmc #saigon #blogger #news #freeMeNam
27	3	0	✨✨✨Ẩm thực Thái Lan mang đến cho thực khách những trải nghiệm mới lạ về một nền ẩm thực vừa đặc sắc vừa tinh tế với… https://t.co/IKXJJqyeV1
28	1	0	09*888 lên đường mạnh giỏi cùng vị khách đã có tới 12 lần giao dịch thành công với nhà Sim888  Tiện đây, còn rất nh… https://t.co/6KDWqlHUrY
29	3	0	UBND Hà Nội vừa quyết định phê duyệt Chỉ giới đường đỏ 4 tuyến đường xung quanh khu đất dự án đầu tư xây dựng Bệnh… https://t.co/SCWDF53wey
30	0	0	✨🤩 Workshop Âu Cơ: "TỪ HỐI HẢ ĐẾN AN NHIÊN"  &gt;&gt; Xem chi tiết tại đây: https://t.co/pCtNvawX61  #ticketgo #news… https://t.co/g811A1RISE
31	3	1	THỨ NĂM [ 19/04 ] VUI HẾT Ý VỚI GAME SỜ HÀNG ĐOÁN VẬT Đã mắt với những màn biểu diễn của các vũ công quyến rũ  Quẩy… https://t.co/T0CR1cFBbk
32	1	0	📀 ĐÊM NHẠC KỶ NIỆM MỘT THỜI 8X, 9X 📀 ➡ Thời gian: 21h00 Thứ 5 hàng tuần/ Không phụ thu ➡ Link đặt bàn :… https://t.co/KJkdq7lFqN
33	2	0	Sóng gió cuộc đời, chỉ cần kiên định và quyết tâm sẽ băng qua (74), tiến lên đỉnh cao danh vọng (6789) 🏆🏆  Vừa thíc… https://t.co/ja0SvcwO1E
34	0	0	Making bánh trôi chay   #hanoi #dampingcake #bánhtroichay #dampingcake #streetfood… https://t.co/jd6HKRAfog
35	0	1	✨✨✨Ưu đãi cực hời. Giảm ngay 32% suất buffet nướng lẩu tại Family BBQ Buffet - Times City https://t.co/QJd6Dhivhq… https://t.co/tMP8P7zA8S
36	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/Svkfe1tudC
37	2	0	🤩List sim SAN BẰNG TẤT CẢ cực hợp với những anh em làm kinh doanh 🤩  💸💸Giá trị cao so với cái giá "mềm như bún" nhé… https://t.co/nykooEg18t
38	2	0	19apr #Hanoi Seoul Street Festival Nghệ thuật 2018 Gọi cho các buổi trình diễn nghệ thuật • Hạn chót để các nghệ sỹ… https://t.co/NvGhd1FmfP
39	2	0	✨✨✨Thế Giới Hải Sản Thái Thịnh | Ưu Đãi Đặc Biệt Tới 32% Con gì đang bơi, chúng tôi đều có. Đặt chỗ và tiết kiệm ng… https://t.co/71CfebKfnH
40	2	1	🌈🌈🌈Nhà Hàng Nguyễn Văn Dực Lệ Mật | Ưu Đãi Đặc Biệt 10% Giảm giá bao gồm cả đồ uống. Đặc sản rắn Lệ Mật gia truyền.… https://t.co/7TEh9BqmjV
41	1	0	✨✨✨Nhà hàng Hoa An Viên 95 Lê Đức Thọ, Mỹ Đình giảm giá tới 8% khi đặt bàn qua PasGo, nổi tiếng với không gian sân… https://t.co/lX4cUphqkj
42	0	0	Những ngày lang thang 1 mình #hanoi #phoco #ngaymuagio #muathayla https://t.co/aJ4BZOLgyQ
43	0	0	Inspired by the famous Chả Cá Lã Vọng of Hà Nội prepared through Chef Thai’s interpretation.  #Protip: for diehard… https://t.co/Cwm1ax9GBy
44	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/mhu2E0JK9x
45	1	0	Một vài bước chân chưa đủ để làm thành một con đường, một vài suy nghĩ lớn lao chưa đủ biến người ta thành to lớn.… https://t.co/ZG7tHWG7jH
46	2	0	Góc đố vui!!!  Mọi người cmt đáp án xem ai trả lời đúng nào :)))) Tớ nghĩa mãi không ra ý! #hanoi #dovui #question… https://t.co/ZTsJ3khSVX
47	0	0	Bún Đậu #hanoi #breakfasttime #friedtofuwithricenoodle #streetfoodtour #homecookingclasses tại… https://t.co/FhCDnJcOMv
48	0	0	The most #beautifulmoment of #hanoi . #pure #fresh #peaceful #aftertherain #11pm @ Hanoi, Vietnam https://t.co/1AwC9kS4bz
49	2	0	Thú làm hoa tươi.............🌷#Đẹp #Hoa #vietnamese #Vietnam #Sàigon #HàNội https://t.co/vFscYev5tF
50	0	0	Something tranquil. #1am #hanoi #streetfood tại Hanoi, Vietnam https://t.co/3qPXKvawRA
51	2	0	Chị em mình a~ ❤️#nice👌 #niceday #hanoi #lovescenario  #hug https://t.co/cX9fcJJu7a
52	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/NB79IReeLG
53	0	0	Just comming !#hanoi #localmarket #homecookingclass #freshfishdelivery #bbc tại Hanoi https://t.co/WfsNo83NxQ
54	0	1	#ahelmetahead #hanoi #nohelmets #formerfeds #headprotectionhallofshame  #Headinjury @ Nơi Buồn… https://t.co/fUHUVSlqgy
55	1	1	Đúng thẩm quyền nhưng… sai quy trình  #BaoTuoiTre #TuoiTreOnline #HộiAn #HàNội https://t.co/YEfK1gG8rF
56	1	1	✨✨✨Nhà hàng Asahi Sushi 288 Bà Triệu giảm 10% khi đặt bàn qua PasGo, nổi tiếng với thế giới sushi, sashimi và ẩm th… https://t.co/sadxHLuebt
57	2	1	✨Sành Quán Phạm Ngọc Thạch | Ưu Đãi Đặc Biệt 10%🌈🌈🌈 Giảm giá bao gồm cả đồ uống. Đặt chỗ và tiết kiệm ngay hôm nay!… https://t.co/gLqFQYcfTE
58	2	0	😍Lạ Quán 6A Hàng Lược – Chuyên Lẩu Thái😍 Nhận ưu đãi lên đến 10% khi đặt bàn qua PasGo thưởng thức hương vị lẩu Thá… https://t.co/jFaK2zYfBy
59	1	0	😍Lan Kwai Fong Triệu Việt Vương | Ưu Đãi Đặc Biệt Tới 37% Giá còn 169.000 VNĐ/suất. Buffet lẩu Hồng Kông đặc sắc, n… https://t.co/CidfltPJ8D
60	4	0	#Vietnam #vietnamese có nhiều tiền chơi du thuyền tại #hochiminh, #Hanoi có nhiều hơn nhỉ https://t.co/7uEPD1Kfq2
61	0	0	Ngoài YSL và LV, mình lại về thêm loại KENZO này nữa mọi người ơi!!!!!!!  Ốp hình hộp chữ nhật đang hot hit hiện na… https://t.co/Gp7WeOzRVT
62	-1	0	👑Trên con đường thành công không thể thiếu siêu phẩm SINH PHÁT LỘC  ----------------------------------------------… https://t.co/dTsHLgLxYl
63	4	0	⚠️⚠️ Số 14 được đánh giá là một con số thể hiện sự bắt đầu mới mẻ, điều tốt lành, mang đến ý nghĩa cho sự phát tài… https://t.co/WtJ9BefRlO
64	1	0	=&gt; PHÁT TÀI - PHÁT TÀI TRƯỜNG CỬU &lt;=  ------------------------------------------- |||👑 0988.883.883 only 19x triệu… https://t.co/2zG6oAfxiC
65	4	0	✨New ✨  Cặp Sim Taxi siêu đẹp mệnh Thủy - cực kỳ tốt cho những người mệnh Mộc đã về trên tay rồi mọi người ơi.  💵 G… https://t.co/XXmhvqDwTN
66	4	0	✨New ✨  Cặp Sim Taxi siêu đẹp mệnh Thủy - cực kỳ tốt cho những người mệnh Mộc đã về trên tay rồi mọi người ơi.  💵 G… https://t.co/cUb0G50wKv
67	2	0	Nhìn qua cứ ngỡ trái tim, nhưng hoá ra nó chỉ là 2 mảnh ghép lại và ko bao giờ trọn vẹn 😊 #Hanoi #trứng https://t.co/hE3hPxE2Mm
68	0	1	If you're getting your phở chiên anywhere other than Chinh Thắng on Trúc Bạch, you are doing it wrong. #Hanoi #food… https://t.co/ACzD28v5Qs
69	0	1	💃LADY NIGHT- BY LANG DU BAND 💃 " What You Do, The Way You Think Makes You Beautiful " - Thời gian: Tối thứ 4 hàng t… https://t.co/Xuq89kg9E2
70	4	0	10 nhà hàng ngon nổi tiếng hút khách và nhiều ưu đãi hấp dẫn khi đặt bàn qua #PasGo tại quận 1 #saigon  #food… https://t.co/pkfMpTvxL8
71	1	1	✨✨✨Moo Beef Steak số 79 Nguyễn Khánh Toàn giảm tới 50% khi đặt bàn qua PasGo.  Nguyên liệu nhập khẩu cao cấp cùng ẩ… https://t.co/GHMWB9KEjx
72	0	0	The spirit of Vietnam #Vietnam #IphonePic #Hanoï #Asia #asie #Street #streetphotography à Hanoi,… https://t.co/zfmqmxdFaq
73	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/9rhBalgrYe
74	3	0	LỘC được sinh ra từ đâu? Từ đây chứ từ đâu!  Sim Taxi đẹp như tranh dành cho anh em rinh về làm số tổng đài ạ!  098… https://t.co/2VkFG4pN3X
75	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/GVGLGuFByT
76	0	0	Phở bò for breakfast #hanoi #phobo #beefnoodlesoup #hanoifamoussoup #streetfoodtour… https://t.co/bOVTGjiikT
77	1	0	Giờ này mà đc đi chụp ảnh thì vui!! #Vietnam #Hanoi #songhong #trip #photography #vietnamese #girltime https://t.co/MasyzyZTnR
78	0	0	Rice pancake #hanoi #banhcuon #pancake #wholesalemarkettour tại Baby Mart - Sữa xách tay Canada… https://t.co/FIb0dhMzLW
79	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/kdHBExV8nS
80	0	0	Đến và trải nghiệm #HaNoi #Vietnam https://t.co/FQErXmFYEr
81	0	0	#inst10 #ReGram @blackberry.vietnam: Đầu tuần, đầu tháng ( ảnh st )  #blackberryvietnam #blackberry… https://t.co/gC97xOpOwf
82	1	1	Ủy ban Hỗn hợp về Hợp tác Song phương lần thứ 3 (JCBC) Indonesia - Việt Nam sẽ được tổ chức Ngày mai (17/04) do Bộ… https://t.co/oaiOKOwhzY
83	1	1	https://t.co/KEr03SdWEo , #inst10 #ReGram @blackberry.vietnam: Một thời ao ước ( ảnh st )  #blackberryvietnam… https://t.co/8VjQ8Wclsx
84	0	0	Bàn thêm về luận điểm phản bác Hồ Chí Minh đóng giả Nguyễn Ái Quốc https://t.co/kwpSn2qDXt #vietnam #hanoi #hcmc… https://t.co/RRuggbEkGs
85	1	0	Phật Giáo và việc đấu tranh cho lẽ phải https://t.co/RB7uYIuML9 #vietnam #hanoi #hcmc #saigon #blogger #news #freeMeNam
86	0	0	Vén lên màn bí mật tại Việt Nam: Quặng Bauxite hay Quặng Phóng Xạ? https://t.co/TFmCclblE3 #vietnam #hanoi #hcmc… https://t.co/jCFlmaYato
87	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/RsoqKmuUj1
88	0	0	Dừng sử dụng sừng tê giác. Nó đang giết chết tê giác của chúng ta @WelcomeVietNam @VNNetBridge @VietPplProbs… https://t.co/39LY6Lx6nh
89	0	0	Thầy giáo kiểu gì đây???   #BaoTuoiTre #TuoiTreOnline #thầygiáo #HàNội https://t.co/rKnoKT062W
90	4	0	DỊCH VỤ,CUNG CẤP GIÁO VIÊN NƯỚC NGOÀI, GIÁO VIÊN, NƯỚC NGOÀI, BẢN NGỮ chia sẻ video [TRỰC TUYẾN] Đăng ký nguyện vọn… https://t.co/TuDsdfW4gy
91	0	0	Hãy luôn nhớ nhé mọi người! #Vietnam #Hanoi #HowtoPerfect #success #thanhcong #DREAMTEAM #dream #uocmo #sunghiep… https://t.co/NmydjqXE9I
92	2	0	Khi Mặt Trời mọc, bạn hãy bắt đầu chạy.  #running #Vietnam #HowtoPerfect #Hanoi #chạy #sunset #mattroimoc https://t.co/XBB7MUbqrl
93	3	0	Như cô bé Lọ Lem đi dự tiệc, bạn luôn phải biết rõ mọi thứ to lớn ở đằng kia ngày mai có thể trở thành quả bí ngô h… https://t.co/7uhP0AOUiR
94	1	0	“Cuốn sách này mang lại mang lại những góc nhìn thấu tỏ đáng ngạc nhiên vào tư duy của nam giới và chỉ ra cho nữ gi… https://t.co/pWQXOZGlWP
95	3	0	DỊCH VỤ,CUNG CẤP GIÁO VIÊN NƯỚC NGOÀI, GIÁO VIÊN, NƯỚC NGOÀI, BẢN NGỮ https://t.co/rAzqOn8feX #hanoi #vietnam… https://t.co/uVwQTzevPj
96	0	0	Câu chuyện kinh doanh:  Người bán gà quay!!! #Hanoi #vietnamesefood #chicken #bussines #FoodForThought #food https://t.co/diFIhezq8U
97	1	1	🌈✨Nhà hàng Sashimi BBQ Garden 2B Nguyễn Thị Thập giảm tới 15% khi đặt bàn qua PasGo, nổi tiếng là tổ hợp Văn hóa -… https://t.co/DAZDhXvPcN
98	3	1	Sáng 16.4, Công an huyện Hoài Đức, Hà Nội cho biết đang tạm giữ một thầy giáo bị phụ huynh học sinh tố có hành vi s… https://t.co/kIZ0IrpjIq
99	2	1	🌈🌈🌈Nhà hàng Buffet Nam Sơn Cuisine 809 Giải Phóng giảm tới 25% khi đặt bàn qua PasGo, chuyên các món hải sản tươi s… https://t.co/wAhZnBVU8a
100	7	0	😍😍😍Hải Sản Biển Đông Royal City | Ưu Đãi Đặc Biệt Tới 20% Đủ món hải sản từ bình dân đến cao cấp, tươi ngon nổi tiế… https://t.co/c62yk5eZ2W
101	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/NtAPB1pGyS
102	1	0	cập nhật bảng giá sắt thép xây dựng hôm nay thị trường  giữa tháng 4/2018 #thudaumot #vietnam #vietnamese #hcmc… https://t.co/dYiijhJqk4
103	0	1	[#HàNội - Chỉ 20K - QUẢY BANH NÓC - ẢO CỰC CHẤT ruộng bậc thang ngàn hoa khoe sắc 🌸🏵️🌺]  - Điểm đến mới toanh khiến… https://t.co/7dhYJMyQd4
104	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/uDjGeCxaas
105	2	0	Fish Tank !!! Đẹp.                                                #Fish #Đẹp #Cá #beautiful #Vietnam #Vietnamese… https://t.co/NTiKqrjXcG
106	2	0	Tôi đam mê trò chơi hoà sắc,tôi yêu thích việc phối các mầu lại với nhau!!!  #oil #oilpainting #painting… https://t.co/1JWyvEVcKC
107	0	0	#Hanoi Có mấy em này cần bán...  Các bác quan tâm inbox em nhé https://t.co/7XwM9GGdSf
108	0	0	Còn trẻ còn đi.  #phatxoidem #hanoi https://t.co/IGdi2H9NTa
109	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/fsW9vLSXGV
110	0	0	Đại Cố Việt #Hanoi https://t.co/jXPvhNfwcg
111	4	2	😊😘 " Tiền không phải là tất cả-nhưng thiếu tiền thì vất vả...vậy thôi !"😊 #Hanoi https://t.co/gvcWHX8T0v
112	0	1	Tranh chấp đường đi giữa cư dân hai khu chung cư Goldmark City - Vinaconex 7 đã âm ỉ gần 1 năm qua. :( #thoisu… https://t.co/yhrp7DIGTa
113	0	0	#inst10 #ReGram @blackberry.vietnam: From @geomydung.  #blackberryvietnam #blackberry #blackberryclubs… https://t.co/cu1pcciQBw
114	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/JSI1Md5EWw
115	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/DZFsDGRaU7
116	0	0	https://t.co/nrcbmD7iH4 , #inst10 #ReGram @blackberry.vietnam: Cafe cuối tuần #blackberryvietnam #blackberry… https://t.co/Cs1B1jSjNN
117	0	0	Thiên tai âm nhạc Hồ Chí Minh  https://t.co/RNEPnpangr #vietnam #hanoi #hcmc #saigon #blogger #news #freeMeNam
118	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/L8Zt2anebw
119	2	0	Chúc cả nhà ngủ ngon!!! Chủ Nhật vui vẻ!!  #operahouse #trangtien #hanoi #vietnam https://t.co/4M5A3n0GKr
120	0	0	Kim Liên Pagoda Temple Hanoi. #temple #hanoi #vietnam #peace… https://t.co/spqxlHf1Ke
121	0	0	🐢 #turtle  #Hanoi #lake #fountain #Vietnam #travelling #travelgram @ Hanoi, Vietnam https://t.co/SUFF6Nv9UT
122	1	1	Tháng Tư Đen: Mất nước, mất nhân quyền, mất nhân phẩm https://t.co/PCdc782BaC #vietnam #hanoi #hcmc #saigon #blogger #news #freeMeNam
123	1	0	Tinh thần Đồng Tâm - Tinh thần đồng khởi của nông dân Việt Nam https://t.co/uHGUykbGvY #vietnam #hanoi #hcmc… https://t.co/JZjGsuYUZt
124	1	1	CSVN “dính bẫy”, Nguyễn Viết Dũng mang biểu tượng Cờ Vàng công khai trước tòa https://t.co/HwRsQLSITZ #vietnam… https://t.co/cta28XajBZ
125	0	0	Tháng Tư nhớ Khỉ https://t.co/NOhwtC9LWt #vietnam #hanoi #hcmc #saigon #blogger #news #freeMeNam
126	4	0	Ốp Máy Ảnh Iphoto với 4 màu cực xinh luôn 📷📷 Vừ bảo vệ máy vừa dùng là công cụ check in sống ảo đúng đẹp 🤪🤪… https://t.co/hwSLUaz7Dm
127	0	2	Nguyễn Xuân Anh xin “rời xa đảng” để trị bệnh vì sợ sức nóng của lò tôn cộng sản https://t.co/SugNzTfg6v #vietnam… https://t.co/y4A26NpuCk
128	0	0	Tập Cận Bình xâu mũi và kéo Trọng đi thế nào? https://t.co/bv9IjjSIyZ #vietnam #hanoi #hcmc #saigon #blogger #news #freeMeNam
129	0	0	Yes flower #flowers #hanoi #vietnam #lastdecember #colourful @ Hàng Bông https://t.co/62uzCSCKkr
130	1	0	Lắc tay chuỗi lá 🍃🍃 Chất liệu: bạc 925 Giá #139k Ship COD khắp mọi nơi 🐾🐾 ib để nhận các chương trình khuyến mại cự… https://t.co/bLhxSbfU1I
131	0	0	🎼 ĐÊM NHẠC BOLERO 🎼 ➼ Thời gian: 21h00【 Chủ nhật, 15/04/2018 】 ➼ Không phụ thu/ Link đặt bàn :… https://t.co/fkZEZVStU4
132	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/jSAflIgJTw
133	1	0	Set lắc tay và khuyên tai lá mầm đính ngọc 🌱🌱 Chất liệu: Bạc 925  Khuyên tai #139k Lắc tay #149k #Vietnam… https://t.co/12UVGtZs77
134	0	0	Ciputra blooms on a grey #Hanoi day @ Ciputra - Nam Thăng Long - Hà Nội https://t.co/CRybLZAhW4
135	3	0	🌈🌈🌈Buffet Nam Sơn 809 Giải Phóng | Ưu Đãi Đặc Biệt Tới 25% Giá còn 99.000 VNĐ/suất. Thực đơn bổ sung thêm nhiều món… https://t.co/pOGOsWLj8M
136	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/qhNyShKooy
137	1	0	✨✨✨Bò Tơ Củ Chi 83 Tuệ Tĩnh | Ưu Đãi Đặc Biệt 10% Chuyên đặc sản bò tơ Củ Chi và ẩm thực đồng quê Nam Bộ đặc sắc. Đ… https://t.co/k2GSPLHnk7
138	1	0	Công an quận Đống Đa (Hà Nội) đã thi hành lệnh bắt khẩn cấp đối với lái xe bán tải đâm rồi kéo lê người đi xe máy ở… https://t.co/30rYA5hLnE
139	1	2	🌈🌈🌈Nhà hàng Hải Sản Biển Đông 794 Đường Láng giảm tới 20% khi đặt bàn qua PasGo, được ví như chợ hải sản uy tín, lớ… https://t.co/noSnEZedM2
140	0	0	✨✨✨Chả Cá 20 Nguyễn Văn Huyên | Ưu Đãi Đặc Biệt Tới 50%🌈 Tất cả nguyên liệu được chế biến từ cá Lăng Hòa Bình. Đặt… https://t.co/JBL7JDib6d
141	2	0	Khuyên tai bạc chiếc lá 🌿🌿 Chất liệu: bạc 925 Giá: 119k 💌 Ib/dr mèo LuLu nha các Nàng 😻0946807486😼 #bac925… https://t.co/wiegRRtogL
142	0	0	Daisy chain #vietnam #hanoi #innocents #streetphotography l @ Hanoi, Vietnam https://t.co/TpTniNy6tt
143	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/ZoY9iTiHtd
144	0	0	Những Mảng Rồng - cuốn tiểu thuyết đi tìm và ghép lại linh hồn Việt của Hoàng Minh Tường https://t.co/uZvFdtKiUk… https://t.co/nWbqFlHfsl
145	0	0	30 Tháng Tư, 43 năm nhìn lại https://t.co/O3UubrYUTb #vietnam #hanoi #hcmc #saigon #blogger #news #freeMeNam
146	0	0	Từ hang Pắc Bó đến lăng Ba Đình https://t.co/sICbqyfkCY #vietnam #hanoi #hcmc #saigon #blogger #news #freeMeNam
147	1	1	Tháng Tư Đen: Mất nước, mất nhân quyền, mất nhân phẩm https://t.co/NvmsVjJvtr #vietnam #hanoi #hcmc #saigon #blogger #news #freeMeNam
148	1	1	96 năm tù cho những người hoạt động xã hội trong Tháng Tư Đen https://t.co/e8iibJHD15 #vietnam #hanoi #hcmc #saigon… https://t.co/j9kwzOwzYv
149	1	0	Great memorries time with Monika 'Groups to say Một ,Hai , Ba Dô ! #hanoi #beers #cheers… https://t.co/OsdE3ao976
150	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/eIg4Fpn1DS
151	5	0	😍😍😍Quán Mộc Số 39 Ngõ 165 Thái Hà - Ưu Đãi Đặc Biệt 10% Chuyên lẩu và món nhậu ngon nổi tiếng Hà thành. Xem ngay, đ… https://t.co/07qKKnjvlS
152	0	0	Chọn ruột bình tích áp varem cần có những tiêu chuẩn gì? #varem #Italy #hanoi https://t.co/99NRUIDxVx
153	5	0	😍😍😍Du lịch Đà Nẵng vào mùa nào trong năm đẹp nhất https://t.co/ftKKzjUIgT #pasgo #datbantructuyen #datbanonline… https://t.co/W0N54Sv6oU
154	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/GJ7dKywlx8
155	1	0	Thứ 7 [14/04/2018] MiniShow CA SĨ QUANG VINH ➼ Phụ thu: 500K - 400K/người  ➼ Link đặt bàn : https://t.co/Tj45AADDIz… https://t.co/3CqSJzwCZa
156	1	0	⛹️‍♂️⛹️‍♂️ĐẾN NGA CUỒNG NHIỆT CÙNG WORLD CUP 2018 👩‍💻Xem Ngay 👉 https://t.co/sQtkpQNIjg   #dudoan #bongda #Tintuc… https://t.co/Wz0u04NgIA
157	0	0	🎁Deal Sốc - Ngày hội Du lịch 2018 👩‍💻Xem Ngay 👉https://t.co/qqJuPkA5TI  #dulich #dulichthailan #Hà_Nội… https://t.co/A9VdsiUnqZ
158	1	0	Kiến thức miễn phí, lấy bao nhiêu tuỳ bạn #VietNam #Health #Education #BVMT #Hanoi #Saigon #HoChiMinhCity https://t.co/xlxy5RPfNC
159	16	0	Bún bò Huế -Beef rice noodles.  I like it so muchhhhh 😂😂😂 #Vietnam #Hanoi #bunbohue https://t.co/0yWK301Inb
